threads,run,run_time
2,0,22.075
2,1,22.418
2,2,22.451
2,3,21.789
4,0,11.006
4,1,11.246
4,2,11.213
4,3,11.684
8,0,5.660
8,1,5.517
8,2,5.636
8,3,5.584
16,0,2.998
16,1,3.224
16,2,3.260
16,3,3.078
32,0,2.432
32,1,2.603
32,2,2.425
32,3,2.405
64,0,2.563
64,1,2.559
64,2,2.570
64,3,2.731
