qemu-system-ris-19126,568500946,,L1-dcache-load-misses,12349439106,100.00,,
qemu-system-ris-19172,547476903,,L1-dcache-load-misses,6823328905,100.00,,
qemu-system-ris-19128,541793097,,L1-dcache-load-misses,12346006533,100.00,,
qemu-system-ris-19127,508363949,,L1-dcache-load-misses,11125003612,100.00,,
qemu-system-ris-19129,474051394,,L1-dcache-load-misses,11503995113,100.00,,
qemu-system-ris-19130,462424633,,L1-dcache-load-misses,11407061289,100.00,,
qemu-system-ris-19125,432745666,,L1-dcache-load-misses,11545461231,100.00,,
qemu-system-ris-19131,427518784,,L1-dcache-load-misses,10684783302,100.00,,
qemu-system-ris-19132,236813744,,L1-dcache-load-misses,9228062948,100.00,,
qemu-system-ris-19135,133413380,,L1-dcache-load-misses,8705691537,100.00,,
qemu-system-ris-19112,133412340,,L1-dcache-load-misses,1064440041,100.00,,
qemu-system-ris-19133,123717404,,L1-dcache-load-misses,8004308262,100.00,,
qemu-system-ris-19155,95702192,,L1-dcache-load-misses,6719549286,100.00,,
qemu-system-ris-19134,92365617,,L1-dcache-load-misses,7777293565,100.00,,
qemu-system-ris-19160,91447560,,L1-dcache-load-misses,7588102106,100.00,,
qemu-system-ris-19137,90922572,,L1-dcache-load-misses,7065145821,100.00,,
qemu-system-ris-19149,78849104,,L1-dcache-load-misses,6564872252,100.00,,
qemu-system-ris-19142,77847408,,L1-dcache-load-misses,5852295816,100.00,,
qemu-system-ris-19152,76819131,,L1-dcache-load-misses,7100883510,100.00,,
qemu-system-ris-19148,74723353,,L1-dcache-load-misses,6459935490,100.00,,
qemu-system-ris-19156,73664778,,L1-dcache-load-misses,6687423911,100.00,,
qemu-system-ris-19157,73027782,,L1-dcache-load-misses,6949295032,100.00,,
qemu-system-ris-19151,72686611,,L1-dcache-load-misses,6158984352,100.00,,
qemu-system-ris-19153,72204993,,L1-dcache-load-misses,6655390936,100.00,,
qemu-system-ris-19121,72060792,,L1-dcache-load-misses,7450700673,100.00,,
qemu-system-ris-19154,71204893,,L1-dcache-load-misses,7276939049,100.00,,
qemu-system-ris-19144,69553502,,L1-dcache-load-misses,6203978352,100.00,,
qemu-system-ris-19136,69345738,,L1-dcache-load-misses,6415118073,100.00,,
qemu-system-ris-19159,68550759,,L1-dcache-load-misses,6879097726,100.00,,
qemu-system-ris-19120,68332472,,L1-dcache-load-misses,7219641921,100.00,,
qemu-system-ris-19158,68124185,,L1-dcache-load-misses,7018923575,100.00,,
qemu-system-ris-19124,67172963,,L1-dcache-load-misses,7388574789,100.00,,
qemu-system-ris-19163,66020209,,L1-dcache-load-misses,6488989546,100.00,,
qemu-system-ris-19145,65969324,,L1-dcache-load-misses,6342780643,100.00,,
qemu-system-ris-19150,65799908,,L1-dcache-load-misses,6715862838,100.00,,
qemu-system-ris-19138,65772292,,L1-dcache-load-misses,6157450299,100.00,,
qemu-system-ris-19122,65199707,,L1-dcache-load-misses,6854562403,100.00,,
qemu-system-ris-19169,65070195,,L1-dcache-load-misses,6500902797,100.00,,
qemu-system-ris-19162,65007453,,L1-dcache-load-misses,6338309232,100.00,,
qemu-system-ris-19166,64384190,,L1-dcache-load-misses,6728147897,100.00,,
qemu-system-ris-19141,63364961,,L1-dcache-load-misses,5966598051,100.00,,
qemu-system-ris-19173,63055392,,L1-dcache-load-misses,6923546352,100.00,,
qemu-system-ris-19146,62544244,,L1-dcache-load-misses,6339738315,100.00,,
qemu-system-ris-19165,62413519,,L1-dcache-load-misses,6408826355,100.00,,
qemu-system-ris-19123,61946163,,L1-dcache-load-misses,7310983594,100.00,,
qemu-system-ris-19167,61774413,,L1-dcache-load-misses,6857024098,100.00,,
qemu-system-ris-19176,61578831,,L1-dcache-load-misses,7043572117,100.00,,
qemu-system-ris-19139,61117629,,L1-dcache-load-misses,5721327343,100.00,,
qemu-system-ris-19161,61093993,,L1-dcache-load-misses,6601992466,100.00,,
qemu-system-ris-19168,61079849,,L1-dcache-load-misses,6638668867,100.00,,
qemu-system-ris-19170,60734613,,L1-dcache-load-misses,6376991176,100.00,,
qemu-system-ris-19147,60503974,,L1-dcache-load-misses,6367598114,100.00,,
qemu-system-ris-19140,60433051,,L1-dcache-load-misses,6597351357,100.00,,
qemu-system-ris-19164,60335875,,L1-dcache-load-misses,6658484849,100.00,,
qemu-system-ris-19178,60264216,,L1-dcache-load-misses,7020677885,100.00,,
qemu-system-ris-19171,60254711,,L1-dcache-load-misses,6818081997,100.00,,
qemu-system-ris-19119,60241151,,L1-dcache-load-misses,6956275387,100.00,,
qemu-system-ris-19143,60066236,,L1-dcache-load-misses,6167188554,100.00,,
qemu-system-ris-19177,59697405,,L1-dcache-load-misses,6960016771,100.00,,
qemu-system-ris-19115,59531785,,L1-dcache-load-misses,7431994848,100.00,,
qemu-system-ris-19117,59523820,,L1-dcache-load-misses,7328966722,100.00,,
qemu-system-ris-19175,59511958,,L1-dcache-load-misses,6836194818,100.00,,
qemu-system-ris-19174,58892205,,L1-dcache-load-misses,7025366432,100.00,,
qemu-system-ris-19118,57172997,,L1-dcache-load-misses,7049112628,100.00,,
qemu-system-ris-19116,56871931,,L1-dcache-load-misses,7143679544,100.00,,
qemu-system-ris-19113,6085858,,L1-dcache-load-misses,32797837,100.00,,
qemu-system-ris-19183,145295,,L1-dcache-load-misses,1209482,100.00,,
qemu-system-ris-19184,77530,,L1-dcache-load-misses,997583,100.00,,
qemu-system-ris-19114,75149,,L1-dcache-load-misses,1004111,100.00,,
qemu-system-ris-19112,89490,,context-switches,1093914324,100.00,,
qemu-system-ris-19126,55661,,context-switches,12370155026,100.00,,
qemu-system-ris-19125,55313,,context-switches,11565853883,100.00,,
qemu-system-ris-19128,53733,,context-switches,12366513277,100.00,,
qemu-system-ris-19127,52761,,context-switches,11144154289,100.00,,
qemu-system-ris-19129,52493,,context-switches,11523548995,100.00,,
qemu-system-ris-19130,51767,,context-switches,11426629268,100.00,,
qemu-system-ris-19131,48874,,context-switches,10702851262,100.00,,
qemu-system-ris-19132,44553,,context-switches,9244213506,100.00,,
qemu-system-ris-19121,42058,,context-switches,7466054530,100.00,,
qemu-system-ris-19133,41690,,context-switches,8019684398,100.00,,
qemu-system-ris-19153,39929,,context-switches,6669939179,100.00,,
qemu-system-ris-19154,39890,,context-switches,7291671235,100.00,,
qemu-system-ris-19156,39856,,context-switches,6701864084,100.00,,
qemu-system-ris-19157,39794,,context-switches,6963650998,100.00,,
qemu-system-ris-19158,39542,,context-switches,7033102474,100.00,,
qemu-system-ris-19134,39365,,context-switches,7791565720,100.00,,
qemu-system-ris-19163,39309,,context-switches,6503072444,100.00,,
qemu-system-ris-19135,39250,,context-switches,8720200226,100.00,,
qemu-system-ris-19122,39235,,context-switches,6868752845,100.00,,
qemu-system-ris-19152,39220,,context-switches,7114918061,100.00,,
qemu-system-ris-19159,39188,,context-switches,6893402030,100.00,,
qemu-system-ris-19150,39173,,context-switches,6730081231,100.00,,
qemu-system-ris-19142,39160,,context-switches,5866247533,100.00,,
qemu-system-ris-19151,39092,,context-switches,6173016862,100.00,,
qemu-system-ris-19175,39061,,context-switches,6850386238,100.00,,
qemu-system-ris-19155,39054,,context-switches,6733654373,100.00,,
qemu-system-ris-19123,38955,,context-switches,7325113217,100.00,,
qemu-system-ris-19149,38953,,context-switches,6578980379,100.00,,
qemu-system-ris-19166,38777,,context-switches,6742095569,100.00,,
qemu-system-ris-19160,38749,,context-switches,7602055100,100.00,,
qemu-system-ris-19145,38732,,context-switches,6356582177,100.00,,
qemu-system-ris-19178,38730,,context-switches,7035095274,100.00,,
qemu-system-ris-19164,38728,,context-switches,6672246747,100.00,,
qemu-system-ris-19118,38720,,context-switches,7063137198,100.00,,
qemu-system-ris-19162,38606,,context-switches,6352297635,100.00,,
qemu-system-ris-19140,38554,,context-switches,6611167912,100.00,,
qemu-system-ris-19167,38544,,context-switches,6870926038,100.00,,
qemu-system-ris-19146,38528,,context-switches,6353778238,100.00,,
qemu-system-ris-19119,38526,,context-switches,6970374879,100.00,,
qemu-system-ris-19117,38462,,context-switches,7343090829,100.00,,
qemu-system-ris-19147,38419,,context-switches,6381379387,100.00,,
qemu-system-ris-19168,38399,,context-switches,6652444332,100.00,,
qemu-system-ris-19148,38387,,context-switches,6473543330,100.00,,
qemu-system-ris-19124,38379,,context-switches,7402692440,100.00,,
qemu-system-ris-19116,38378,,context-switches,7157913552,100.00,,
qemu-system-ris-19141,38328,,context-switches,5980390851,100.00,,
qemu-system-ris-19144,38325,,context-switches,6217617781,100.00,,
qemu-system-ris-19176,38313,,context-switches,7057455098,100.00,,
qemu-system-ris-19143,38307,,context-switches,6180879806,100.00,,
qemu-system-ris-19137,38297,,context-switches,7078804412,100.00,,
qemu-system-ris-19115,38208,,context-switches,7445878866,100.00,,
qemu-system-ris-19120,38208,,context-switches,7233728814,100.00,,
qemu-system-ris-19169,38137,,context-switches,6515220826,100.00,,
qemu-system-ris-19172,38090,,context-switches,6837561686,100.00,,
qemu-system-ris-19177,38045,,context-switches,6974384570,100.00,,
qemu-system-ris-19171,37917,,context-switches,6831837483,100.00,,
qemu-system-ris-19161,37881,,context-switches,6615918252,100.00,,
qemu-system-ris-19136,37862,,context-switches,6428848704,100.00,,
qemu-system-ris-19165,37854,,context-switches,6422350605,100.00,,
qemu-system-ris-19173,37734,,context-switches,6937285676,100.00,,
qemu-system-ris-19174,37691,,context-switches,7039625856,100.00,,
qemu-system-ris-19170,37684,,context-switches,6390830475,100.00,,
qemu-system-ris-19138,37668,,context-switches,6170960979,100.00,,
qemu-system-ris-19139,37239,,context-switches,5734779126,100.00,,
qemu-system-ris-19113,88,,context-switches,32805067,100.00,,
qemu-system-ris-19183,77,,context-switches,1200702,100.00,,
qemu-system-ris-19114,70,,context-switches,999291,100.00,,
qemu-system-ris-19184,66,,context-switches,989732,100.00,,
qemu-system-ris-19112,14887,,migrations,1093914324,100.00,,
qemu-system-ris-19139,4756,,migrations,5734779126,100.00,,
qemu-system-ris-19144,4748,,migrations,6217617781,100.00,,
qemu-system-ris-19148,4732,,migrations,6473543330,100.00,,
qemu-system-ris-19163,4696,,migrations,6503072444,100.00,,
qemu-system-ris-19142,4655,,migrations,5866247533,100.00,,
qemu-system-ris-19150,4645,,migrations,6730081231,100.00,,
qemu-system-ris-19141,4641,,migrations,5980390851,100.00,,
qemu-system-ris-19170,4577,,migrations,6390830475,100.00,,
qemu-system-ris-19143,4569,,migrations,6180879806,100.00,,
qemu-system-ris-19138,4545,,migrations,6170960979,100.00,,
