threads,run,run_time
2,0,50.163
2,1,49.881
2,2,49.300
2,3,50.096
4,0,26.059
4,1,25.799
4,2,26.062
4,3,26.513
8,0,13.030
8,1,13.030
8,2,12.961
8,3,13.296
16,0,9.842
16,1,9.839
16,2,9.918
16,3,9.896
32,0,8.631
32,1,8.557
32,2,8.570
32,3,8.524
