threads,run,run_time
2,0,11.181
2,1,11.086
2,2,11.061
2,3,11.041
4,0,5.914
4,1,5.835
4,2,5.851
4,3,5.784
8,0,3.363
8,1,3.337
8,2,3.340
8,3,3.338
16,0,2.422
16,1,2.502
16,2,2.227
16,3,2.195
32,0,2.402
32,1,2.522
32,2,2.411
32,3,2.557
