threads,run,run_time
2,0,14.882
2,1,14.852
2,2,14.845
2,3,15.478
4,0,7.495
4,1,7.517
4,2,7.505
4,3,7.595
8,0,3.852
8,1,3.844
8,2,3.854
8,3,3.891
16,0,3.103
16,1,3.106
16,2,3.109
16,3,3.084
32,0,2.671
32,1,2.685
32,2,2.694
32,3,2.648
