threads,run,run_time
2,0,19.352
2,1,19.408
2,2,19.565
2,3,19.291
4,0,10.744
4,1,10.670
4,2,10.656
4,3,10.791
8,0,6.328
8,1,6.332
8,2,6.338
8,3,6.327
15,0,4.154
15,1,4.191
15,2,4.160
15,3,4.234
30,0,3.873
30,1,3.857
30,2,3.856
30,3,3.850
60,0,6.230
60,1,5.963
60,2,6.025
60,3,5.950
