threads,run,run_time
2,0,21.345
2,1,21.804
2,2,21.953
2,3,21.851
4,0,11.204
4,1,11.873
4,2,11.251
4,3,11.746
8,0,5.834
8,1,6.329
8,2,5.545
8,3,5.500
16,0,4.584
16,1,4.601
16,2,3.855
16,3,4.561
32,0,3.848
32,1,3.914
32,2,3.842
32,3,3.856
