threads,run,run_time
2,0,102.252
2,1,101.245
2,2,101.074
2,3,109.406
4,0,57.954
4,1,57.772
4,2,58.249
4,3,55.414
8,0,28.049
8,1,28.068
8,2,27.843
8,3,27.857
15,0,15.142
15,1,14.991
15,2,15.008
15,3,14.909
30,0,12.213
30,1,12.059
30,2,12.191
30,3,12.012
60,0,13.981
60,1,13.644
60,2,13.434
60,3,13.644
120,0,23.503
120,1,23.417
120,2,22.978
120,3,23.447
