threads,run,run_time
2,0,32.500
2,1,32.461
2,2,32.463
2,3,33.017
4,0,16.855
4,1,16.802
4,2,16.829
4,3,16.579
8,0,9.037
8,1,9.082
8,2,9.025
8,3,8.889
16,0,7.280
16,1,7.543
16,2,7.122
16,3,7.286
32,0,6.587
32,1,6.496
32,2,6.518
32,3,6.515
64,0,87.879
64,1,88.031
64,2,86.747
64,3,86.429
