threads,run,run_time
2,0,10.803
2,1,10.789
2,2,10.792
2,3,10.645
4,0,5.690
4,1,5.674
4,2,5.653
4,3,5.772
8,0,3.464
8,1,3.440
8,2,3.432
8,3,3.483
16,0,2.275
16,1,2.543
16,2,2.296
16,3,2.223
32,0,1.768
32,1,1.802
32,2,1.754
32,3,1.779
64,0,3.346
64,1,3.375
64,2,3.473
64,3,3.473
128,0,30.402
128,1,27.678
128,2,24.511
128,3,28.445
