threads,run,run_time
2,0,19.805
2,1,19.716
2,2,19.727
2,3,18.817
4,0,9.892
4,1,9.888
4,2,9.782
4,3,9.857
8,0,5.504
8,1,5.514
8,2,5.641
8,3,5.537
16,0,4.134
16,1,4.195
16,2,4.165
16,3,4.454
32,0,3.516
32,1,3.411
32,2,3.419
32,3,3.449
64,0,5.760
64,1,5.822
64,2,5.837
64,3,5.675
128,0,68.617
128,1,67.346
128,2,67.360
128,3,68.006
