threads,run,run_time
2,0,1.043
2,1,1.032
2,2,1.029
2,3,1.038
4,0,0.563
4,1,0.564
4,2,0.562
4,3,0.569
8,0,0.343
8,1,0.340
8,2,0.399
8,3,0.344
16,0,0.317
16,1,0.328
16,2,0.349
16,3,0.343
32,0,0.384
32,1,0.360
32,2,0.366
32,3,0.373
64,0,2.788
64,1,2.478
64,2,2.443
64,3,2.308
128,0,11.366
128,1,5.792
128,2,10.666
128,3,6.692
