threads,run,run_time
2,0,49.566
2,1,49.706
2,2,49.239
2,3,50.709
4,0,25.930
4,1,25.489
4,2,25.763
4,3,25.083
8,0,13.513
8,1,13.727
8,2,13.340
8,3,13.446
16,0,7.486
16,1,7.569
16,2,7.474
16,3,7.413
32,0,5.534
32,1,5.441
32,2,5.459
32,3,5.516
64,0,7.431
64,1,7.180
64,2,7.159
64,3,7.236
128,0,27.739
128,1,23.632
128,2,24.012
128,3,30.846
