threads,run,run_time
2,0,15.025
2,1,14.977
2,2,14.980
2,3,15.279
4,0,7.558
4,1,7.562
4,2,7.539
4,3,7.603
8,0,3.900
8,1,3.978
8,2,4.018
8,3,3.882
16,0,2.435
16,1,2.329
16,2,2.456
16,3,2.531
32,0,1.779
32,1,1.775
32,2,1.723
32,3,1.703
64,0,3.205
64,1,3.074
64,2,3.154
64,3,3.054
128,0,7.664
128,1,8.728
128,2,5.844
128,3,9.306
