threads,run,run_time
2,0,16.723
2,1,16.731
2,2,16.740
2,3,16.731
4,0,8.554
4,1,8.551
4,2,8.569
4,3,8.524
8,0,4.541
8,1,4.588
8,2,4.623
8,3,4.526
16,0,3.499
16,1,3.536
16,2,3.741
16,3,3.431
32,0,2.933
32,1,2.918
32,2,2.890
32,3,2.940
64,0,4.844
64,1,4.752
64,2,4.865
64,3,4.892
128,0,64.389
128,1,64.573
128,2,64.861
128,3,64.159
