threads,run,run_time
2,0,5.247
2,1,5.266
2,2,5.224
2,3,5.287
4,0,2.667
4,1,2.684
4,2,2.736
4,3,2.688
8,0,1.417
8,1,1.484
8,2,1.413
8,3,1.420
16,0,0.947
16,1,0.869
16,2,0.793
16,3,0.850
32,0,0.614
32,1,0.600
32,2,0.594
32,3,0.581
64,0,1.740
64,1,0.809
64,2,0.719
64,3,0.706
128,0,1.437
128,1,3.163
128,2,1.017
128,3,1.575
