threads,run,run_time
2,0,19.583
2,1,19.307
2,2,19.225
2,3,19.729
4,0,10.672
4,1,10.655
4,2,10.637
4,3,10.938
8,0,6.315
8,1,6.383
8,2,6.267
8,3,6.495
16,0,4.389
16,1,4.340
16,2,4.301
16,3,4.277
32,0,3.811
32,1,3.811
32,2,3.777
32,3,3.886
64,0,5.593
64,1,5.591
64,2,5.576
64,3,5.586
128,0,41.244
128,1,39.083
128,2,39.091
128,3,39.950
