threads,run,run_time
2,0,18.266
2,1,18.245
2,2,18.963
2,3,18.120
4,0,10.199
4,1,10.143
4,2,11.877
4,3,10.304
8,0,7.286
8,1,7.730
8,2,7.231
8,3,7.184
16,0,7.350
16,1,7.485
16,2,7.359
16,3,7.348
32,0,8.609
32,1,8.466
32,2,8.477
32,3,9.042
64,0,10.248
64,1,9.630
64,2,11.258
64,3,10.828
128,0,19.460
128,1,20.188
128,2,19.722
128,3,25.647
