threads,run,run_time
2,0,29.86
2,1,30.04
2,2,29.69
4,0,14.94
4,1,15.09
4,2,15.08
8,0,7.54
8,1,7.55
8,2,7.60
16,0,3.94
16,1,3.95
16,2,3.95
32,0,11.00
32,1,10.69
32,2,10.69
64,0,10.72
64,1,11.30
64,2,10.76
128,0,8.81
128,1,9.44
128,2,9.93
