threads,run,run_time
2,0,141.87
2,1,142.13
2,2,135.14
4,0,68.37
4,1,73.35
4,2,72.04
8,0,34.80
8,1,36.24
8,2,36.93
16,0,23.31
16,1,21.74
16,2,21.53
32,0,67.09
32,1,65.43
32,2,65.29
64,0,141.21
64,1,125.88
64,2,125.58
128,0,90.59
128,1,82.67
128,2,89.44
